Assembly accession	Name	NCBI taxonomy	GTDB taxonomy (r214)	External link 1	External link 2	Biosample accession	Bioproject accession	WGS accession	Sequencing platform	Submission date	Submitter	Title	PMID	DOI	Publish_date	Author	Geographic location	Environment	Geographic coordinates	point	Latitude	longitude	Completeness	Contamination	quality	# contigs	Largest contig	Total length	GC (%)	N50	N50	Assembly level
GCA_002753185.1	Magnetococcales_bacterium_WMHbin3	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__Magnetaquicoccaceae;<br>g__WMHbin3;<br>s__WMHbin3 sp002753185	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002753185.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_002753185.1"">GTDB</a>"	SAMN07572857	PRJNA400260	PDZX00000000	Illumina HiSeq	2017-11-06 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Genomic expansion of magnetotactic bacteria reveals an early common origin of magnetotaxis with lineage-specific evolution	29581530.0	10.1038/s41396-018-0098-9	2018	W Lin, et al.	China: Lake Weiming	freshwater	39.993142 N 116.30256 E	(39.99171495, 116.30393496863539, 0.0)	39.99171495	116.303934968635	93.53	2.1	High	157	160847	4601373	61.61	51212	51062	Scaffold
GCA_002753215.1	Magnetococcales_bacterium_WMHbin1	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__UBA8363;<br>g__UBA8363;<br>s__UBA8363 sp002753735	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002753215.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_002753215.1"">GTDB</a>"	SAMN07556471	PRJNA400260	PDZY00000000	Illumina HiSeq	2017-11-06 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Genomic expansion of magnetotactic bacteria reveals an early common origin of magnetotaxis with lineage-specific evolution	29581530.0	10.1038/s41396-018-0098-9	2018	W Lin, et al.	China: Lake Weiming	freshwater	39.993142 N 116.30256 E	(39.99171495, 116.30393496863539, 0.0)	39.99171495	116.303934968635	98.32	2.94	High	242	107606	4380192	54.3	24882	24044	Scaffold
GCA_002753225.1	Deltaproteobacteria_bacterium_YD0425bin51	d__Bacteria;<br>p__Proteobacteria;<br>c__Deltaproteobacteria;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Desulfobacterota;<br>c__Desulfobacteria;<br>o__Desulfobacterales;<br>f__YD0425bin51;<br>g__YD0425bin51;<br>s__YD0425bin51 sp002753225	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002753225.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_002753225.1"">GTDB</a>"	SAMN07572861	PRJNA400260	PDZS00000000	Illumina HiSeq	2017-11-06 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Genomic expansion of magnetotactic bacteria reveals an early common origin of magnetotaxis with lineage-specific evolution	29581530.0	10.1038/s41396-018-0098-9	2018	W Lin, et al.	China: Yuandadu Park	freshwater	39.974732 N 116.368688 E	(39.97443735, 116.36869950329081, 0.0)	39.97443735	116.368699503291	96.13	0.84	High	134	346380	5221616	32.23	82896	82896	Contig
GCA_002753255.1	Candidatus_Lambdaproteobacteria_bacterium_PCRbin3	d__Bacteria;<br>p__Proteobacteria;<br>c__Candidatus Lambdaproteobacteria;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__SAR324;<br>c__SAR324;<br>o__SAR324;<br>f__GCA-2753255;<br>g__GCA-2753255;<br>s__GCA-2753255 sp002753255	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002753255.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_002753255.1"">GTDB</a>"	SAMN07556470	PRJNA400260	PDZZ00000000	Illumina HiSeq	2017-11-06 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Genomic expansion of magnetotactic bacteria reveals an early common origin of magnetotaxis with lineage-specific evolution	29581530.0	10.1038/s41396-018-0098-9	2018	W Lin, et al.	Australia: Punkally Creek	brackish	36.23413 S 150.06798 E	(-36.2319047, 150.0712607, 0.0)	-36.2319047	150.0712607	77.14	0.96	Medium	530	102957	5059199	41.83	14906	14906	Contig
GCA_002753275.1	Zetaproteobacteria_bacterium_PCbin4	d__Bacteria;<br>p__Proteobacteria;<br>c__Zetaproteobacteria;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Zetaproteobacteria;<br>o__Mariprofundales;<br>f__Mariprofundaceae;<br>g__GCA-2753275;<br>s__GCA-2753275 sp002753275	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002753275.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_002753275.1"">GTDB</a>"	SAMN07556469	PRJNA400260	PEAA00000000	Illumina HiSeq	2017-11-06 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Genomic expansion of magnetotactic bacteria reveals an early common origin of magnetotaxis with lineage-specific evolution	29581530.0	10.1038/s41396-018-0098-9	2018	W Lin, et al.	Australia: Painkalac Creek	brackish	38.46575 S 144.09288 E	(-38.4660057, 144.0924743, 0.0)	-38.4660057	144.0924743	95.33	0.84	High	55	201706	1864480	47.58	58094	46073	Scaffold
GCA_002753305.1	Nitrospirae_bacterium_MYbin6	d__Bacteria;<br>p__Nitrospirae;<br>c__;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Nitrospirota;<br>c__Thermodesulfovibrionia;<br>o__Thermodesulfovibrionales;<br>f__Magnetobacteriaceae;<br>g__Magnetominusculus;<br>s__Magnetominusculus sp002753305	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002753305.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_002753305.1"">GTDB</a>"	SAMN07572855	PRJNA400260	PEAC00000000	Illumina HiSeq	2017-11-06 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Genomic expansion of magnetotactic bacteria reveals an early common origin of magnetotaxis with lineage-specific evolution	29581530.0	10.1038/s41396-018-0098-9	2018	W Lin, et al.	China: Lake Miyun	freshwater	40.48874 N 117.00714 E	(40.4759523, 117.018088, 0.0)	40.4759523	117.018088	85.35	2.73	Medium	218	98115	3596763	47.78	26590	24809	Scaffold
GCA_002753335.1	Nitrospirae_bacterium_MYbin3	d__Bacteria;<br>p__Nitrospirae;<br>c__;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Nitrospirota;<br>c__Thermodesulfovibrionia;<br>o__Thermodesulfovibrionales;<br>f__Dissulfurispiraceae;<br>g__MYbin3;<br>s__MYbin3 sp002753335	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002753335.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_002753335.1"">GTDB</a>"	SAMN07572854	PRJNA400260	PEAD00000000	Illumina HiSeq	2017-11-06 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Genomic expansion of magnetotactic bacteria reveals an early common origin of magnetotaxis with lineage-specific evolution	29581530.0	10.1038/s41396-018-0098-9	2018	W Lin, et al.	China: Lake Miyun	freshwater	40.48874 N 117.00714 E	(40.4759523, 117.018088, 0.0)	40.4759523	117.018088	96.49	0.91	High	66	210780	2929370	44.36	86724	83795	Scaffold
GCA_002753395.1	Nitrospirae_bacterium_MYbinv3	d__Bacteria;<br>p__Nitrospirae;<br>c__;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Nitrospirota;<br>c__Thermodesulfovibrionia;<br>o__Thermodesulfovibrionales;<br>f__Magnetobacteriaceae;<br>g__Magnetobacterium;<br>s__Magnetobacterium sp002753395	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002753395.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_002753395.1"">GTDB</a>"	SAMN07572856	PRJNA400260	PEAB00000000	Illumina HiSeq	2017-11-06 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Genomic expansion of magnetotactic bacteria reveals an early common origin of magnetotaxis with lineage-specific evolution	29581530.0	10.1038/s41396-018-0098-9	2018	W Lin, et al.	China: Lake Miyun	freshwater	40.48874 N 117.00714 E	(40.4759523, 117.018088, 0.0)	40.4759523	117.018088	94.24	3.18	High	175	110436	3713224	44.44	35197	33994	Scaffold
GCA_002753435.1	Nitrospirota_bacterium_HCHbin1	d__Bacteria;<br>p__Nitrospirae;<br>c__;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Nitrospirota;<br>c__Thermodesulfovibrionia;<br>o__Thermodesulfovibrionales;<br>f__Magnetobacteriaceae;<br>g__Magnetominusculus;<br>s__Magnetominusculus xianensis	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002753435.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_002753435.1"">GTDB</a>"	SAMN07556466	PRJNA400260	PEAH00000000	Illumina HiSeq	2017-11-06 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Genomic expansion of magnetotactic bacteria reveals an early common origin of magnetotaxis with lineage-specific evolution	29581530.0	10.1038/s41396-018-0098-9	2018	W Lin, et al.	China: Xi'an city moat	freshwater	34.25287 N 108.92187 E	(34.252492, 108.9220092, 0.0)	34.252492	108.9220092	98.18	0.91	High	94	159339	3692324	45.24	55039	55039	Scaffold
GCA_002753455.1	Nitrospirota_bacterium_MYbin2	d__Bacteria;<br>p__Nitrospirae;<br>c__;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Nitrospirota;<br>c__Thermodesulfovibrionia;<br>o__Thermodesulfovibrionales;<br>f__Magnetobacteriaceae;<br>g__Magnetobacterium;<br>s__Magnetobacterium casensis	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002753455.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_002753455.1"">GTDB</a>"	SAMN07556468	PRJNA400260	PEAE00000000	Illumina HiSeq	2017-11-06 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Genomic expansion of magnetotactic bacteria reveals an early common origin of magnetotaxis with lineage-specific evolution	29581530.0	10.1038/s41396-018-0098-9	2018	W Lin, et al.	China: Lake Miyun	freshwater	40.48874 N 117.00714 E	(40.4759523, 117.018088, 0.0)	40.4759523	117.018088	74.0	2.73	Medium	89	133212	3071492	48.79	62390	62390	Scaffold
GCA_002753465.1	Candidatus_Omnitrophica_bacterium_MBPbin6	d__Bacteria;<br>p__Candidatus Omnitrophica;<br>c__;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Omnitrophota;<br>c__Koll11;<br>o__Zapsychrales;<br>f__Fredricksoniimonadaceae;<br>g__Fredricksoniimonas;<br>s__Fredricksoniimonas sp002753465	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002753465.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_002753465.1"">GTDB</a>"	SAMN07556467	PRJNA400260	PEAF00000000	Illumina HiSeq	2017-11-06 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Genomic expansion of magnetotactic bacteria reveals an early common origin of magnetotaxis with lineage-specific evolution	29581530.0	10.1038/s41396-018-0098-9	2018	W Lin, et al.	Australia: Mount Beauty Pondage	freshwater	36.73874 S 147.16443 E	(-36.7385789, 147.1642309, 0.0)	-36.7385789	147.1642309	68.4	2.15	Medium	150	138858	2181257	49.49	24179	24179	Contig
GCA_002753495.1	Magnetococcales_bacterium_HA3dbin3	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__DC0425bin3;<br>g__HA3dbin3;<br>s__HA3dbin3 sp002753495	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002753495.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_002753495.1"">GTDB</a>"	SAMN07572852	PRJNA400260	PEAJ00000000	Illumina HiSeq	2017-11-06 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Genomic expansion of magnetotactic bacteria reveals an early common origin of magnetotaxis with lineage-specific evolution	29581530.0	10.1038/s41396-018-0098-9	2018	W Lin, et al.	China: Pond, Hongan	freshwater	31.173819 N 114.547642 E	(31.1779391, 114.5464272, 0.0)	31.1779391	114.5464272	74.36	2.52	Medium	316	57868	2895658	61.72	13187	13187	Contig
GCA_002753505.1	Magnetococcales_bacterium_HCHbin5	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__Magnetaquicoccaceae;<br>g__HCHbin5;<br>s__HCHbin5 sp002753505	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002753505.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_002753505.1"">GTDB</a>"	SAMN07572853	PRJNA400260	PEAG00000000	Illumina HiSeq	2017-11-06 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Genomic expansion of magnetotactic bacteria reveals an early common origin of magnetotaxis with lineage-specific evolution	29581530.0	10.1038/s41396-018-0098-9	2018	W Lin, et al.	China: Xi'an city moat	freshwater	34.25287 N 108.92187 E	(34.252492, 108.9220092, 0.0)	34.252492	108.9220092	98.99	4.73	High	200	216026	4188618	56.97	38237	36890	Scaffold
GCA_002753515.1	Magnetococcales_bacterium_HA3dbin1	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__UBA8363;<br>g__UBA8363;<br>s__UBA8363 sp002753515	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002753515.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_002753515.1"">GTDB</a>"	SAMN07556464	PRJNA400260	PEAK00000000	Illumina HiSeq	2017-11-06 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Genomic expansion of magnetotactic bacteria reveals an early common origin of magnetotaxis with lineage-specific evolution	29581530.0	10.1038/s41396-018-0098-9	2018	W Lin, et al.	China: Pond, Hongan	freshwater	31.173819 N 114.547642 E	(31.1779391, 114.5464272, 0.0)	31.1779391	114.5464272	96.57	3.36	High	134	182083	4326896	53.32	54627	51455	Scaffold
GCA_002753565.1	Magnetococcales_bacterium_ER1bin7	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__UBA8363;<br>g__GCA-2753565;<br>s__GCA-2753565 sp002753565	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002753565.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_002753565.1"">GTDB</a>"	SAMN07556462	PRJNA400260	PEAM00000000	Illumina HiSeq	2017-11-06 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Genomic expansion of magnetotactic bacteria reveals an early common origin of magnetotaxis with lineage-specific evolution	29581530.0	10.1038/s41396-018-0098-9	2018	W Lin, et al.	Australia: Erskine River	brackish	38.5338 S 143.97832 E	(-38.53488, 143.9771079, 0.0)	-38.53488	143.9771079	99.11	1.68	High	92	271620	3866744	52.3	116043	116043	Scaffold
GCA_002753595.1	Magnetococcales_bacterium_HAa3bin1	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__UBA8363;<br>g__UBA8363;<br>s__UBA8363 sp015228975	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002753595.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_002753595.1"">GTDB</a>"	SAMN07556465	PRJNA400260	PEAI00000000	Illumina HiSeq	2017-11-06 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Genomic expansion of magnetotactic bacteria reveals an early common origin of magnetotaxis with lineage-specific evolution	29581530.0	10.1038/s41396-018-0098-9	2018	W Lin, et al.	China: Rice field, Hongan	freshwater	31.174289 N 114.543941 E	(31.1779391, 114.5464272, 0.0)	31.1779391	114.5464272	98.25	4.2	High	118	207762	4347394	53.21	63208	63080	Scaffold
GCA_002753615.1	Magnetococcales_bacterium_DCbin2	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__UBA8363;<br>g__UBA8363;<br>s__UBA8363 sp002753615	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002753615.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_002753615.1"">GTDB</a>"	SAMN07572850	PRJNA400260	PEAO00000000	Illumina HiSeq	2017-11-06 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Genomic expansion of magnetotactic bacteria reveals an early common origin of magnetotaxis with lineage-specific evolution	29581530.0	10.1038/s41396-018-0098-9	2018	W Lin, et al.	China: Lake Dianchi	freshwater	24.908133 N 102.74605 E	(24.9033068, 102.7596249, 0.0)	24.9033068	102.7596249	77.26	1.68	Medium	201	100792	3364396	51.85	24837	23483	Scaffold
GCA_002753665.1	Magnetococcales_bacterium_DC0425bin3	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__DC0425bin3;<br>g__DC0425bin3;<br>s__DC0425bin3 sp002753665	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002753665.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_002753665.1"">GTDB</a>"	SAMN07572849	PRJNA400260	PEAP00000000	Illumina HiSeq	2017-11-06 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Genomic expansion of magnetotactic bacteria reveals an early common origin of magnetotaxis with lineage-specific evolution	29581530.0	10.1038/s41396-018-0098-9	2018	W Lin, et al.	China: Lake Dianchi	freshwater	24.908133 N 102.74605 E	(24.9033068, 102.7596249, 0.0)	24.9033068	102.7596249	98.32	1.68	High	230	101694	3696616	65.4	26687	26687	Contig
GCA_002753685.1	Nitrospirota_bacterium_DC0425bin1	d__Bacteria;<br>p__Nitrospirae;<br>c__;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Nitrospirota;<br>c__Thermodesulfovibrionia;<br>o__Thermodesulfovibrionales;<br>f__Magnetobacteriaceae;<br>g__Magnetobacterium;<br>s__Magnetobacterium sp002753685	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002753685.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_002753685.1"">GTDB</a>"	SAMN07556461	PRJNA400260	PEAQ00000000	Illumina HiSeq	2017-11-06 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Genomic expansion of magnetotactic bacteria reveals an early common origin of magnetotaxis with lineage-specific evolution	29581530.0	10.1038/s41396-018-0098-9	2018	W Lin, et al.	China: Lake Dianchi	freshwater	24.908133 N 102.74605 E	(24.9033068, 102.7596249, 0.0)	24.9033068	102.7596249	96.97	1.82	High	107	219720	4024796	49.04	75024	62063	Scaffold
GCA_002753725.1	Deltaproteobacteria_bacterium_ER2bin7	d__Bacteria;<br>p__Proteobacteria;<br>c__Deltaproteobacteria;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Desulfobacterota;<br>c__Desulfobacteria;<br>o__Desulfobacterales;<br>f__Magnetomoraceae;<br>g__Magnetomorum;<br>s__Magnetomorum sp002753725	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002753725.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_002753725.1"">GTDB</a>"	SAMN07556463	PRJNA400260	PEAL00000000	Illumina HiSeq	2017-11-06 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Genomic expansion of magnetotactic bacteria reveals an early common origin of magnetotaxis with lineage-specific evolution	29581530.0	10.1038/s41396-018-0098-9	2018	W Lin, et al.	Australia: Erskine River	brackish	38.5359 S 143.97478 E	(-38.53542755, 143.97471728567393, 0.0)	-38.53542755	143.974717285674	88.06	0.7	Medium	653	51167	5965504	38.47	12662	12637	Scaffold
GCA_002753735.1	Magnetococcales_bacterium_DCbin4	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__UBA8363;<br>g__UBA8363;<br>s__UBA8363 sp002753735	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002753735.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_002753735.1"">GTDB</a>"	SAMN07572851	PRJNA400260	PEAN00000000	Illumina HiSeq	2017-11-06 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Genomic expansion of magnetotactic bacteria reveals an early common origin of magnetotaxis with lineage-specific evolution	29581530.0	10.1038/s41396-018-0098-9	2018	W Lin, et al.	China: Lake Dianchi	freshwater	24.908133 N 102.74605 E	(24.9033068, 102.7596249, 0.0)	24.9033068	102.7596249	94.12	2.1	High	148	157872	4521331	54.25	49732	42950	Scaffold
GCA_002753745.1	Candidatus_Omnitrophica_bacterium_Cal1bin1	d__Bacteria;<br>p__Candidatus Omnitrophica;<br>c__;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Omnitrophota;<br>c__Koll11;<br>o__Zapsychrales;<br>f__Fredricksoniimonadaceae;<br>g__GCA-2753745;<br>s__GCA-2753745 sp002753745	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002753745.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_002753745.1"">GTDB</a>"	SAMN07556460	PRJNA400260	PEAR00000000	Illumina HiSeq	2017-11-06 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Genomic expansion of magnetotactic bacteria reveals an early common origin of magnetotaxis with lineage-specific evolution	29581530.0	10.1038/s41396-018-0098-9	2018	W Lin, et al.	Australia: Lake Catani	freshwater	36.73426 S 146.81119 E	(-36.735271, 146.8112389, 0.0)	-36.735271	146.8112389	84.26	2.15	Medium	240	61073	2540141	49.55	15133	15133	Scaffold
